tabla,registro_json
asegurados_sinteticos,"{""id_asegurado"": 40, ""segmento"": ""MASIVO"", ""antiguedad_meses"": 128, ""ciudad"": ""Machala"", ""numero_polizas"": 5, ""reclamos_ultimos_12_meses"": 2, ""mora_actual"": ""878.77"", ""score_cliente_simulado"": ""890.92"", ""created_at"": ""2026-05-14 08:40:00"", ""updated_at"": ""2026-05-17 11:01:00""}"
asegurados_sinteticos,"{""id_asegurado"": 41, ""segmento"": ""PYME"", ""antiguedad_meses"": 143, ""ciudad"": ""Portoviejo"", ""numero_polizas"": 0, ""reclamos_ultimos_12_meses"": 0, ""mora_actual"": ""1361.42"", ""score_cliente_simulado"": ""890.68"", ""created_at"": ""2026-05-15 09:47:00"", ""updated_at"": ""2026-05-18 12:08:00""}"
asegurados_sinteticos,"{""id_asegurado"": 42, ""segmento"": ""VIP"", ""antiguedad_meses"": 179, ""ciudad"": ""Machala"", ""numero_polizas"": 1, ""reclamos_ultimos_12_meses"": 0, ""mora_actual"": ""0.00"", ""score_cliente_simulado"": ""682.30"", ""created_at"": ""2026-05-16 10:54:00"", ""updated_at"": ""2026-05-19 13:15:00""}"
asegurados_sinteticos,"{""id_asegurado"": 43, ""segmento"": ""INDIVIDUAL"", ""antiguedad_meses"": 37, ""ciudad"": ""Manta"", ""numero_polizas"": 0, ""reclamos_ultimos_12_meses"": 0, ""mora_actual"": ""0.00"", ""score_cliente_simulado"": ""768.22"", ""created_at"": ""2026-05-17 11:01:00"", ""updated_at"": ""2026-05-20 14:22:00""}"
asegurados_sinteticos,"{""id_asegurado"": 44, ""segmento"": ""CORPORATIVO"", ""antiguedad_meses"": 51, ""ciudad"": ""Cuenca"", ""numero_polizas"": 1, ""reclamos_ultimos_12_meses"": 0, ""mora_actual"": ""0.00"", ""score_cliente_simulado"": ""552.64"", ""created_at"": ""2026-05-18 12:08:00"", ""updated_at"": ""2026-05-21 15:29:00""}"
asegurados_sinteticos,"{""id_asegurado"": 45, ""segmento"": ""VIP"", ""antiguedad_meses"": 176, ""ciudad"": ""Machala"", ""numero_polizas"": 2, ""reclamos_ultimos_12_meses"": 0, ""mora_actual"": ""0.00"", ""score_cliente_simulado"": ""735.87"", ""created_at"": ""2026-05-19 13:15:00"", ""updated_at"": ""2026-05-22 16:36:00""}"
asegurados_sinteticos,"{""id_asegurado"": 46, ""segmento"": ""PYME"", ""antiguedad_meses"": 114, ""ciudad"": ""Ambato"", ""numero_polizas"": 2, ""reclamos_ultimos_12_meses"": 0, ""mora_actual"": ""0.00"", ""score_cliente_simulado"": ""773.66"", ""created_at"": ""2026-05-20 14:22:00"", ""updated_at"": ""2026-05-23 17:43:00""}"
asegurados_sinteticos,"{""id_asegurado"": 47, ""segmento"": ""INDIVIDUAL"", ""antiguedad_meses"": 46, ""ciudad"": ""Portoviejo"", ""numero_polizas"": 2, ""reclamos_ultimos_12_meses"": 0, ""mora_actual"": ""0.00"", ""score_cliente_simulado"": ""601.53"", ""created_at"": ""2026-05-21 15:29:00"", ""updated_at"": ""2026-05-24 08:50:00""}"
asegurados_sinteticos,"{""id_asegurado"": 48, ""segmento"": ""PYME"", ""antiguedad_meses"": 131, ""ciudad"": ""Ambato"", ""numero_polizas"": 0, ""reclamos_ultimos_12_meses"": 0, ""mora_actual"": ""0.00"", ""score_cliente_simulado"": ""545.44"", ""created_at"": ""2026-05-22 16:36:00"", ""updated_at"": ""2026-05-25 09:57:00""}"
asegurados_sinteticos,"{""id_asegurado"": 49, ""segmento"": ""MASIVO"", ""antiguedad_meses"": 107, ""ciudad"": ""Ambato"", ""numero_polizas"": 4, ""reclamos_ultimos_12_meses"": 2, ""mora_actual"": ""545.21"", ""score_cliente_simulado"": ""500.41"", ""created_at"": ""2026-05-23 17:43:00"", ""updated_at"": ""2026-05-26 10:04:00""}"
asegurados_sinteticos,"{""id_asegurado"": 50, ""segmento"": ""MASIVO"", ""antiguedad_meses"": 54, ""ciudad"": ""Guayaquil"", ""numero_polizas"": 3, ""reclamos_ultimos_12_meses"": 2, ""mora_actual"": ""297.97"", ""score_cliente_simulado"": ""656.40"", ""created_at"": ""2026-05-24 08:50:00"", ""updated_at"": ""2026-05-27 11:11:00""}"
asegurados_sinteticos,"{""id_asegurado"": 51, ""segmento"": ""CORPORATIVO"", ""antiguedad_meses"": 113, ""ciudad"": ""Santo Domingo"", ""numero_polizas"": 2, ""reclamos_ultimos_12_meses"": 0, ""mora_actual"": ""116.23"", ""score_cliente_simulado"": ""614.67"", ""created_at"": ""2026-05-25 09:57:00"", ""updated_at"": ""2026-05-01 12:18:00""}"
asegurados_sinteticos,"{""id_asegurado"": 52, ""segmento"": ""INDIVIDUAL"", ""antiguedad_meses"": 49, ""ciudad"": ""Cuenca"", ""numero_polizas"": 1, ""reclamos_ultimos_12_meses"": 0, ""mora_actual"": ""0.00"", ""score_cliente_simulado"": ""548.56"", ""created_at"": ""2026-05-26 10:04:00"", ""updated_at"": ""2026-05-02 13:25:00""}"
asegurados_sinteticos,"{""id_asegurado"": 53, ""segmento"": ""CORPORATIVO"", ""antiguedad_meses"": 117, ""ciudad"": ""Santo Domingo"", ""numero_polizas"": 2, ""reclamos_ultimos_12_meses"": 0, ""mora_actual"": ""248.00"", ""score_cliente_simulado"": ""465.05"", ""created_at"": ""2026-05-27 11:11:00"", ""updated_at"": ""2026-05-03 14:32:00""}"
asegurados_sinteticos,"{""id_asegurado"": 54, ""segmento"": ""MASIVO"", ""antiguedad_meses"": 141, ""ciudad"": ""Cuenca"", ""numero_polizas"": 0, ""reclamos_ultimos_12_meses"": 0, ""mora_actual"": ""0.00"", ""score_cliente_simulado"": ""542.52"", ""created_at"": ""2026-05-01 12:18:00"", ""updated_at"": ""2026-05-04 15:39:00""}"
asegurados_sinteticos,"{""id_asegurado"": 55, ""segmento"": ""CORPORATIVO"", ""antiguedad_meses"": 1, ""ciudad"": ""Portoviejo"", ""numero_polizas"": 2, ""reclamos_ultimos_12_meses"": 1, ""mora_actual"": ""0.00"", ""score_cliente_simulado"": ""728.69"", ""created_at"": ""2026-05-02 13:25:00"", ""updated_at"": ""2026-05-05 16:46:00""}"
asegurados_sinteticos,"{""id_asegurado"": 56, ""segmento"": ""PYME"", ""antiguedad_meses"": 33, ""ciudad"": ""Ambato"", ""numero_polizas"": 4, ""reclamos_ultimos_12_meses"": 2, ""mora_actual"": ""1167.72"", ""score_cliente_simulado"": ""717.36"", ""created_at"": ""2026-05-03 14:32:00"", ""updated_at"": ""2026-05-06 17:53:00""}"
asegurados_sinteticos,"{""id_asegurado"": 57, ""segmento"": ""INDIVIDUAL"", ""antiguedad_meses"": 153, ""ciudad"": ""Ambato"", ""numero_polizas"": 1, ""reclamos_ultimos_12_meses"": 0, ""mora_actual"": ""906.14"", ""score_cliente_simulado"": ""726.29"", ""created_at"": ""2026-05-04 15:39:00"", ""updated_at"": ""2026-05-07 08:00:00""}"
asegurados_sinteticos,"{""id_asegurado"": 58, ""segmento"": ""INDIVIDUAL"", ""antiguedad_meses"": 163, ""ciudad"": ""Loja"", ""numero_polizas"": 2, ""reclamos_ultimos_12_meses"": 0, ""mora_actual"": ""0.00"", ""score_cliente_simulado"": ""539.56"", ""created_at"": ""2026-05-05 16:46:00"", ""updated_at"": ""2026-05-08 09:07:00""}"
asegurados_sinteticos,"{""id_asegurado"": 59, ""segmento"": ""MASIVO"", ""antiguedad_meses"": 107, ""ciudad"": ""Quito"", ""numero_polizas"": 1, ""reclamos_ultimos_12_meses"": 0, ""mora_actual"": ""0.00"", ""score_cliente_simulado"": ""692.31"", ""created_at"": ""2026-05-06 17:53:00"", ""updated_at"": ""2026-05-09 10:14:00""}"
asegurados_sinteticos,"{""id_asegurado"": 60, ""segmento"": ""MASIVO"", ""antiguedad_meses"": 82, ""ciudad"": ""Ambato"", ""numero_polizas"": 2, ""reclamos_ultimos_12_meses"": 0, ""mora_actual"": ""0.00"", ""score_cliente_simulado"": ""859.35"", ""created_at"": ""2026-05-07 08:00:00"", ""updated_at"": ""2026-05-10 11:21:00""}"
polizas,"{""id_poliza"": 1, ""id_asegurado"": 50, ""ramo"": ""OTRO"", ""fecha_inicio"": ""2025-05-28"", ""fecha_fin"": ""2026-05-28"", ""prima"": ""545.92"", ""suma_asegurada"": ""21580.97"", ""deducible"": ""455.25"", ""canal_venta"": ""AGENTE"", ""ciudad"": ""Guayaquil"", ""estado_poliza"": ""ACTIVA"", ""created_at"": ""2026-05-12 09:17:00"", ""updated_at"": ""2026-05-15 12:38:00""}"
polizas,"{""id_poliza"": 2, ""id_asegurado"": 8, ""ramo"": ""HOGAR"", ""fecha_inicio"": ""2024-11-18"", ""fecha_fin"": ""2026-11-18"", ""prima"": ""519.15"", ""suma_asegurada"": ""31712.15"", ""deducible"": ""444.73"", ""canal_venta"": ""WEB"", ""ciudad"": ""Ambato"", ""estado_poliza"": ""ACTIVA"", ""created_at"": ""2026-05-13 10:24:00"", ""updated_at"": ""2026-05-16 13:45:00""}"
polizas,"{""id_poliza"": 3, ""id_asegurado"": 56, ""ramo"": ""HOGAR"", ""fecha_inicio"": ""2023-02-21"", ""fecha_fin"": ""2024-02-21"", ""prima"": ""1551.26"", ""suma_asegurada"": ""82847.76"", ""deducible"": ""753.20"", ""canal_venta"": ""AGENTE"", ""ciudad"": ""Ambato"", ""estado_poliza"": ""VENCIDA"", ""created_at"": ""2026-05-14 11:31:00"", ""updated_at"": ""2026-05-17 14:52:00""}"
polizas,"{""id_poliza"": 4, ""id_asegurado"": 13, ""ramo"": ""SALUD"", ""fecha_inicio"": ""2023-07-15"", ""fecha_fin"": ""2024-07-14"", ""prima"": ""2146.99"", ""suma_asegurada"": ""55004.66"", ""deducible"": ""2181.30"", ""canal_venta"": ""BROKER"", ""ciudad"": ""Guayaquil"", ""estado_poliza"": ""VENCIDA"", ""created_at"": ""2026-05-15 12:38:00"", ""updated_at"": ""2026-05-18 15:59:00""}"
polizas,"{""id_poliza"": 5, ""id_asegurado"": 56, ""ramo"": ""VIDA"", ""fecha_inicio"": ""2023-05-13"", ""fecha_fin"": ""2023-11-09"", ""prima"": ""3453.28"", ""suma_asegurada"": ""87744.63"", ""deducible"": ""6135.72"", ""canal_venta"": ""OFICINA"", ""ciudad"": ""Ambato"", ""estado_poliza"": ""VENCIDA"", ""created_at"": ""2026-05-16 13:45:00"", ""updated_at"": ""2026-05-19 16:06:00""}"
polizas,"{""id_poliza"": 6, ""id_asegurado"": 7, ""ramo"": ""GENERALES"", ""fecha_inicio"": ""2024-10-09"", ""fecha_fin"": ""2025-04-07"", ""prima"": ""2738.17"", ""suma_asegurada"": ""90481.03"", ""deducible"": ""3398.76"", ""canal_venta"": ""AGENTE"", ""ciudad"": ""Quito"", ""estado_poliza"": ""VENCIDA"", ""created_at"": ""2026-05-17 14:52:00"", ""updated_at"": ""2026-05-20 17:13:00""}"
polizas,"{""id_poliza"": 7, ""id_asegurado"": 25, ""ramo"": ""GENERALES"", ""fecha_inicio"": ""2023-12-31"", ""fecha_fin"": ""2025-12-30"", ""prima"": ""3184.12"", ""suma_asegurada"": ""50472.87"", ""deducible"": ""2457.94"", ""canal_venta"": ""CALL_CENTER"", ""ciudad"": ""Quito"", ""estado_poliza"": ""VENCIDA"", ""created_at"": ""2026-05-18 15:59:00"", ""updated_at"": ""2026-05-21 08:20:00""}"
polizas,"{""id_poliza"": 8, ""id_asegurado"": 26, ""ramo"": ""SALUD"", ""fecha_inicio"": ""2023-10-19"", ""fecha_fin"": ""2024-10-18"", ""prima"": ""565.85"", ""suma_asegurada"": ""11254.80"", ""deducible"": ""501.27"", ""canal_venta"": ""CALL_CENTER"", ""ciudad"": ""Manta"", ""estado_poliza"": ""VENCIDA"", ""created_at"": ""2026-05-19 16:06:00"", ""updated_at"": ""2026-05-22 09:27:00""}"
polizas,"{""id_poliza"": 9, ""id_asegurado"": 49, ""ramo"": ""VEHICULOS"", ""fecha_inicio"": ""2023-05-02"", ""fecha_fin"": ""2024-05-01"", ""prima"": ""629.32"", ""suma_asegurada"": ""21628.22"", ""deducible"": ""1676.93"", ""canal_venta"": ""BANCA_SEGUROS"", ""ciudad"": ""Santo Domingo"", ""estado_poliza"": ""VENCIDA"", ""created_at"": ""2026-05-20 17:13:00"", ""updated_at"": ""2026-05-23 10:34:00""}"
polizas,"{""id_poliza"": 10, ""id_asegurado"": 20, ""ramo"": ""SALUD"", ""fecha_inicio"": ""2024-03-22"", ""fecha_fin"": ""2026-03-22"", ""prima"": ""2956.91"", ""suma_asegurada"": ""43266.77"", ""deducible"": ""2233.87"", ""canal_venta"": ""WEB"", ""ciudad"": ""Portoviejo"", ""estado_poliza"": ""VENCIDA"", ""created_at"": ""2026-05-21 08:20:00"", ""updated_at"": ""2026-05-24 11:41:00""}"
